Date & Time,12 Hours before,11 Hours before,10 Hours before,9 Hours before,8 Hours before,7 Hours before,6 Hours before,5 Hours before,4 Hours before,3 Hours before,2 Hours before,1 Hours before
2025-01-10 03:00,0.2946666666666663 1.8666666666666458 0.0,0.3446666966666663 1.8666666666666458 0.0,0.3446666966666663 1.8666666666666458 0.0,0.3446666966666663 1.8666666666666458 0.0,0.3446666966666663 1.8666666666666458 0.0,0.3446666966666663 1.8666666666666458 0.0,0.3446666966666663 1.8666666666666458 0.0,0.3446666966666663 1.8666666666666458 0.0,0.3446666966666663 1.8666666666666458 0.0,0.3446666966666663 1.8666666666666458 0.0,0.3446666966666663 1.8666666666666458 0.0,0.3446666966666663 1.8666666666666458 0.0
2025-01-10 04:00,0.14466656666666666 1.0799999999999983 0.17939999999999998,0.2446666666666667 2.0799999999999983 0.2794,0.2446666666666667 2.0799999999999983 0.2794,0.2446666666666667 2.0799999999999983 0.2794,0.2446666666666667 2.0799999999999983 0.2794,0.2446666666666667 2.0799999999999983 0.2794,0.2446666666666667 2.0799999999999983 0.2794,0.2446666666666667 2.0799999999999983 0.2794,0.2446666666666667 2.0799999999999983 0.2794,0.2446666666666667 2.0799999999999983 0.2794,0.2446666666666667 2.0799999999999983 0.2794,0.2446666666666667 2.0799999999999983 0.2794
2025-01-10 05:00,0.3713333933333335 2.200000000000003 0.0,0.42133333333333345 3.200000000000003 0.0,0.42133333333333345 3.200000000000003 0.0,0.42133333333333345 3.200000000000003 0.0,0.42133333333333345 3.200000000000003 0.0,0.42133333333333345 3.200000000000003 0.0,0.42133333333333345 3.200000000000003 0.0,0.42133333333333345 3.200000000000003 0.0,0.42133333333333345 3.200000000000003 0.0,0.42133333333333345 3.200000000000003 0.0,0.42133333333333345 3.200000000000003 0.0,0.42133333333333345 3.200000000000003 0.0
2025-01-10 06:00,0.04466672666666638 2.5633333333333184 -0.1,0.19466669666666636 3.5633333333333184 0.0,0.19466669666666636 3.5633333333333184 0.0,0.19466669666666636 3.5633333333333184 0.0,0.19466669666666636 3.5633333333333184 0.0,0.19466669666666636 3.5633333333333184 0.0,0.19466669666666636 3.5633333333333184 0.0,0.19466669666666636 3.5633333333333184 0.0,0.19466669666666636 3.5633333333333184 0.0,0.19466669666666636 3.5633333333333184 0.0,0.19466669666666636 3.5633333333333184 0.0,0.19466669666666636 3.5633333333333184 0.0
2025-01-10 07:00,0.31466656666666704 3.9899999999999807 0.2794,0.5146666666666669 2.9899999999999807 0.2794,0.5146666666666669 2.9899999999999807 0.2794,0.5146666666666669 2.9899999999999807 0.2794,0.5146666666666669 2.9899999999999807 0.2794,0.5146666666666669 2.9899999999999807 0.2794,0.5146666666666669 2.9899999999999807 0.2794,0.5146666666666669 2.9899999999999807 0.2794,0.5146666666666669 2.9899999999999807 0.2794,0.5146666666666669 2.9899999999999807 0.2794,0.5146666666666669 2.9899999999999807 0.2794,0.5146666666666669 2.9899999999999807 0.2794
2025-01-10 08:00,0.4646666666666668 3.88333333333334 0.5588,-0.03533333333333322 3.88333333333334 0.5588,-0.03533333333333322 3.88333333333334 0.5588,-0.03533333333333322 3.88333333333334 0.5588,-0.03533333333333322 3.88333333333334 0.5588,-0.03533333333333322 3.88333333333334 0.5588,-0.03533333333333322 3.88333333333334 0.5588,-0.03533333333333322 3.88333333333334 0.5588,-0.03533333333333322 3.88333333333334 0.5588,-0.03533333333333322 3.88333333333334 0.5588,-0.03533333333333322 3.88333333333334 0.5588,-0.03533333333333322 3.88333333333334 0.5588
2025-01-10 09:00,0.36133323333333345 5.2466666666666555 -0.1,-0.28866646666666673 6.2466666666666555 0.0,-0.28866646666666673 6.2466666666666555 0.0,-0.28866646666666673 6.2466666666666555 0.0,-0.28866646666666673 6.2466666666666555 0.0,-0.28866646666666673 6.2466666666666555 0.0,-0.28866646666666673 6.2466666666666555 0.0,-0.28866646666666673 6.2466666666666555 0.0,-0.28866646666666673 6.2466666666666555 0.0,-0.28866646666666673 6.2466666666666555 0.0,-0.28866646666666673 6.2466666666666555 0.0,-0.28866646666666673 6.2466666666666555 0.0
2025-01-10 10:00,0.5579999999999998 4.143333333333317 0.0,-0.04200000000000026 4.143333333333317 -0.2,0.45799999999999974 2.1433333333333167 0.0,0.45799999999999974 2.1433333333333167 0.0,0.45799999999999974 2.1433333333333167 0.0,0.45799999999999974 2.1433333333333167 0.0,0.45799999999999974 2.1433333333333167 0.0,0.45799999999999974 2.1433333333333167 0.0,0.45799999999999974 2.1433333333333167 0.0,0.45799999999999974 2.1433333333333167 0.0,0.45799999999999974 2.1433333333333167 0.0,0.45799999999999974 2.1433333333333167 0.0
2025-01-10 11:00,-0.10866666666666669 9.293333333333365 0.2794,-0.1586666666666665 6.293333333333365 0.07939999999999997,-0.30866646666666675 4.293333333333365 0.17939999999999998,-0.30866646666666675 4.293333333333365 0.17939999999999998,-0.30866646666666675 4.293333333333365 0.17939999999999998,-0.30866646666666675 4.293333333333365 0.17939999999999998,-0.30866646666666675 4.293333333333365 0.17939999999999998,-0.30866646666666675 4.293333333333365 0.17939999999999998,-0.30866646666666675 4.293333333333365 0.17939999999999998,-0.30866646666666675 4.293333333333365 0.17939999999999998,-0.30866646666666675 4.293333333333365 0.17939999999999998,-0.30866646666666675 4.293333333333365 0.17939999999999998
2025-01-10 12:00,0.8280002000000004 4.256666666666675 0.0,-0.12199999999999944 5.256666666666675 0.0,0.12800000000000056 6.256666666666675 -0.90000004,0.12800000000000056 6.256666666666675 -0.90000004,0.12800000000000056 6.256666666666675 -0.90000004,0.12800000000000056 6.256666666666675 -0.90000004,0.12800000000000056 6.256666666666675 -0.90000004,0.12800000000000056 6.256666666666675 -0.90000004,0.12800000000000056 6.256666666666675 -0.90000004,0.12800000000000056 6.256666666666675 -0.90000004,0.12800000000000056 6.256666666666675 -0.90000004,0.12800000000000056 6.256666666666675 -0.90000004
2025-01-10 13:00,0.021333333333333204 6.033333333333317 0.2794,-0.8286666666666669 8.033333333333317 0.17939999999999998,-0.678666666666667 13.033333333333317 0.2794,-0.678666666666667 13.033333333333317 0.2794,-0.678666666666667 13.033333333333317 0.2794,-0.678666666666667 13.033333333333317 0.2794,-0.678666666666667 13.033333333333317 0.2794,-0.678666666666667 13.033333333333317 0.2794,-0.678666666666667 13.033333333333317 0.2794,-0.678666666666667 13.033333333333317 0.2794,-0.678666666666667 13.033333333333317 0.2794,-0.678666666666667 13.033333333333317 0.2794
2025-01-10 14:00,-0.03866666666666729 5.170000000000044 0.0,-0.4386666666666672 13.170000000000044 0.0,-0.23866666666666703 13.170000000000044 0.0,-0.23866666666666703 13.170000000000044 0.0,-0.23866666666666703 13.170000000000044 0.0,-0.23866666666666703 13.170000000000044 0.0,-0.23866666666666703 13.170000000000044 0.0,-0.23866666666666703 13.170000000000044 0.0,-0.23866666666666703 13.170000000000044 0.0,-0.23866666666666703 13.170000000000044 0.0,-0.23866666666666703 13.170000000000044 0.0,-0.23866666666666703 13.170000000000044 0.0
2025-01-10 15:00,-0.17533333333333312 6.010000000000019 0.0,-0.1253333333333333 7.010000000000019 0.0,-0.4253333333333331 8.01000000000002 0.0,-0.4253333333333331 8.01000000000002 0.0,-0.4253333333333331 8.01000000000002 0.0,-0.4253333333333331 8.01000000000002 0.0,-0.4253333333333331 8.01000000000002 0.0,-0.4253333333333331 8.01000000000002 0.0,-0.4253333333333331 8.01000000000002 0.0,-0.4253333333333331 8.01000000000002 0.0,-0.4253333333333331 8.01000000000002 0.0,-0.4253333333333331 8.01000000000002 0.0
2025-01-10 16:00,0.3313332333333332 3.503333333333316 0.0,0.3313332333333332 2.503333333333316 0.0,0.0813332333333332 3.503333333333316 0.0,0.0813332333333332 3.503333333333316 0.0,0.0813332333333332 3.503333333333316 0.0,0.0813332333333332 3.503333333333316 0.0,0.0813332333333332 3.503333333333316 0.0,0.0813332333333332 3.503333333333316 0.0,0.0813332333333332 3.503333333333316 0.0,0.0813332333333332 3.503333333333316 0.0,0.0813332333333332 3.503333333333316 0.0,0.0813332333333332 3.503333333333316 0.0
2025-01-10 17:00,-0.08533333333333315 -1.3766666666666794 0.0,-0.8353334333333332 3.6233333333333206 0.0,-0.8353334333333332 3.6233333333333206 0.0,-0.8353334333333332 3.6233333333333206 0.0,-0.8353334333333332 3.6233333333333206 0.0,-0.8353334333333332 3.6233333333333206 0.0,-0.8353334333333332 3.6233333333333206 0.0,-0.8353334333333332 3.6233333333333206 0.0,-0.8353334333333332 3.6233333333333206 0.0,-0.8353334333333332 3.6233333333333206 0.0,-0.8353334333333332 3.6233333333333206 0.0,-0.8353334333333332 3.6233333333333206 0.0
2025-01-10 18:00,-1.4220000000000002 4.713333333333338 0.0,-1.5219999999999998 4.713333333333338 0.0,-1.7719999999999998 4.713333333333338 -0.2,-1.7719999999999998 4.713333333333338 -0.2,-1.7719999999999998 4.713333333333338 -0.2,-1.7719999999999998 4.713333333333338 -0.2,-1.7719999999999998 4.713333333333338 -0.2,-1.7719999999999998 4.713333333333338 -0.2,-1.7719999999999998 4.713333333333338 -0.2,-1.7719999999999998 4.713333333333338 -0.2,-1.7719999999999998 4.713333333333338 -0.2,-1.7719999999999998 4.713333333333338 -0.2
2025-01-10 19:00,-0.8053333333333333 3.6033333333333957 -0.4,-0.8053333333333333 4.603333333333396 -0.4,-0.7053333333333334 3.6033333333333957 0.0,-0.8553333333333334 1.6033333333333957 0.0,-0.8553333333333334 1.6033333333333957 0.0,-0.8553333333333334 1.6033333333333957 0.0,-0.8553333333333334 1.6033333333333957 0.0,-0.8553333333333334 1.6033333333333957 0.0,-0.8553333333333334 1.6033333333333957 0.0,-0.8553333333333334 1.6033333333333957 0.0,-0.8553333333333334 1.6033333333333957 0.0,-0.8553333333333334 1.6033333333333957 0.0
2025-01-10 20:00,0.9180000000000001 2.900000000000034 0.0,0.8180000000000001 2.900000000000034 0.0,0.8680000000000001 4.900000000000034 0.0,0.7680000300000001 1.900000000000034 0.0,0.7680000300000001 1.900000000000034 0.0,0.7680000300000001 1.900000000000034 0.0,0.7680000300000001 1.900000000000034 0.0,0.7680000300000001 1.900000000000034 0.0,0.7680000300000001 1.900000000000034 0.0,0.7680000300000001 1.900000000000034 0.0,0.7680000300000001 1.900000000000034 0.0,0.7680000300000001 1.900000000000034 0.0
2025-01-10 21:00,0.9746666666666667 2.8599999999999994 0.0,0.42466666666666675 2.8599999999999994 0.0,0.47466666666666674 2.8599999999999994 0.0,0.8746666666666667 -0.14000000000000057 0.0,0.8746666666666667 -0.14000000000000057 0.0,0.8746666666666667 -0.14000000000000057 0.0,0.8746666666666667 -0.14000000000000057 0.0,0.8746666666666667 -0.14000000000000057 0.0,0.8746666666666667 -0.14000000000000057 0.0,0.8746666666666667 -0.14000000000000057 0.0,0.8746666666666667 -0.14000000000000057 0.0,0.8746666666666667 -0.14000000000000057 0.0
2025-01-10 22:00,0.29133335333333343 3.3633333333333013 0.0,-0.5086666666666666 2.3633333333333013 0.0,-0.45866664666666657 2.3633333333333013 0.0,0.041333353333333406 -0.6366666666666987 0.0,0.041333353333333406 -0.6366666666666987 0.0,0.041333353333333406 -0.6366666666666987 0.0,0.041333353333333406 -0.6366666666666987 0.0,0.041333353333333406 -0.6366666666666987 0.0,0.041333353333333406 -0.6366666666666987 0.0,0.041333353333333406 -0.6366666666666987 0.0,0.041333353333333406 -0.6366666666666987 0.0,0.041333353333333406 -0.6366666666666987 0.0
2025-01-10 23:00,-0.31866666666666665 6.489999999999995 0.0,-0.01866666666666661 6.489999999999995 0.0,-1.0686666666666667 4.489999999999995 0.0,-0.41866666666666663 1.4899999999999949 0.0,-0.41866666666666663 1.4899999999999949 0.0,-0.41866666666666663 1.4899999999999949 0.0,-0.41866666666666663 1.4899999999999949 0.0,-0.41866666666666663 1.4899999999999949 0.0,-0.41866666666666663 1.4899999999999949 0.0,-0.41866666666666663 1.4899999999999949 0.0,-0.41866666666666663 1.4899999999999949 0.0,-0.41866666666666663 1.4899999999999949 0.0
2025-01-11 00:00,0.017999999999999905 4.553333333333313 0.0,0.31799999999999984 9.553333333333313 0.0,0.31799999999999984 9.553333333333313 0.0,0.31799999999999984 9.553333333333313 0.0,0.31799999999999984 9.553333333333313 0.0,0.31799999999999984 9.553333333333313 0.0,0.31799999999999984 9.553333333333313 0.0,0.31799999999999984 9.553333333333313 0.0,0.31799999999999984 9.553333333333313 0.0,0.31799999999999984 9.553333333333313 0.0,0.31799999999999984 9.553333333333313 0.0,0.31799999999999984 9.553333333333313 0.0
2025-01-11 01:00,0.3580000000000001 0.6533333333333218 0.0,0.7579999 7.653333333333322 0.0,0.7579999 7.653333333333322 0.0,0.7579999 7.653333333333322 0.0,0.7579999 7.653333333333322 0.0,0.7579999 7.653333333333322 0.0,0.7579999 7.653333333333322 0.0,0.7579999 7.653333333333322 0.0,0.7579999 7.653333333333322 0.0,0.7579999 7.653333333333322 0.0,0.7579999 7.653333333333322 0.0,0.7579999 7.653333333333322 0.0
2025-01-11 02:00,0.20133333333333314 -0.1633333333333411 0.0,0.2513333333333332 5.836666666666659 0.0,0.2513333333333332 5.836666666666659 0.0,0.2513333333333332 5.836666666666659 0.0,0.2513333333333332 5.836666666666659 0.0,0.2513333333333332 5.836666666666659 0.0,0.2513333333333332 5.836666666666659 0.0,0.2513333333333332 5.836666666666659 0.0,0.2513333333333332 5.836666666666659 0.0,0.2513333333333332 5.836666666666659 0.0,0.2513333333333332 5.836666666666659 0.0,0.2513333333333332 5.836666666666659 0.0
2025-01-11 03:00,-0.5853334333333331 2.6266666666666367 0.0,-0.3853333333333331 5.626666666666637 0.0,-0.3853333333333331 5.626666666666637 0.0,-0.3853333333333331 5.626666666666637 0.0,-0.3853333333333331 5.626666666666637 0.0,-0.3853333333333331 5.626666666666637 0.0,-0.3853333333333331 5.626666666666637 0.0,-0.3853333333333331 5.626666666666637 0.0,-0.3853333333333331 5.626666666666637 0.0,-0.3853333333333331 5.626666666666637 0.0,-0.3853333333333331 5.626666666666637 0.0,-0.3853333333333331 5.626666666666637 0.0
2025-01-11 04:00,-1.0120000000000002 8.263333333333307 0.0,-0.6120001000000004 6.263333333333307 0.0,-0.6120001000000004 6.263333333333307 0.0,-0.6120001000000004 6.263333333333307 0.0,-0.6120001000000004 6.263333333333307 0.0,-0.6120001000000004 6.263333333333307 0.0,-0.6120001000000004 6.263333333333307 0.0,-0.6120001000000004 6.263333333333307 0.0,-0.6120001000000004 6.263333333333307 0.0,-0.6120001000000004 6.263333333333307 0.0,-0.6120001000000004 6.263333333333307 0.0,-0.6120001000000004 6.263333333333307 0.0
2025-01-11 05:00,-0.6219999999999997 8.17333333333336 0.2794,-0.37199999999999966 4.17333333333336 0.2794,-0.37199999999999966 4.17333333333336 0.2794,-0.37199999999999966 4.17333333333336 0.2794,-0.37199999999999966 4.17333333333336 0.2794,-0.37199999999999966 4.17333333333336 0.2794,-0.37199999999999966 4.17333333333336 0.2794,-0.37199999999999966 4.17333333333336 0.2794,-0.37199999999999966 4.17333333333336 0.2794,-0.37199999999999966 4.17333333333336 0.2794,-0.37199999999999966 4.17333333333336 0.2794,-0.37199999999999966 4.17333333333336 0.2794
2025-01-11 06:00,0.18466656666666648 2.276666666666685 0.0,0.3846666666666665 0.27666666666668505 0.0,0.3846666666666665 0.27666666666668505 0.0,0.3846666666666665 0.27666666666668505 0.0,0.3846666666666665 0.27666666666668505 0.0,0.3846666666666665 0.27666666666668505 0.0,0.3846666666666665 0.27666666666668505 0.0,0.3846666666666665 0.27666666666668505 0.0,0.3846666666666665 0.27666666666668505 0.0,0.3846666666666665 0.27666666666668505 0.0,0.3846666666666665 0.27666666666668505 0.0,0.3846666666666665 0.27666666666668505 0.0
2025-01-11 07:00,0.05133323333333317 0.4866666666666788 0.0,0.2513333333333332 5.486666666666679 0.0,0.2513333333333332 5.486666666666679 0.0,0.2513333333333332 5.486666666666679 0.0,0.2513333333333332 5.486666666666679 0.0,0.2513333333333332 5.486666666666679 0.0,0.2513333333333332 5.486666666666679 0.0,0.2513333333333332 5.486666666666679 0.0,0.2513333333333332 5.486666666666679 0.0,0.2513333333333332 5.486666666666679 0.0,0.2513333333333332 5.486666666666679 0.0,0.2513333333333332 5.486666666666679 0.0
2025-01-11 08:00,0.5846665666666665 -1.0033333333333019 0.0,0.43466666666666665 -1.0033333333333019 0.0,0.43466666666666665 -1.0033333333333019 0.0,0.43466666666666665 -1.0033333333333019 0.0,0.43466666666666665 -1.0033333333333019 0.0,0.43466666666666665 -1.0033333333333019 0.0,0.43466666666666665 -1.0033333333333019 0.0,0.43466666666666665 -1.0033333333333019 0.0,0.43466666666666665 -1.0033333333333019 0.0,0.43466666666666665 -1.0033333333333019 0.0,0.43466666666666665 -1.0033333333333019 0.0,0.43466666666666665 -1.0033333333333019 0.0
2025-01-11 09:00,0.2613333333333334 1.099999999999966 0.0,0.5113333333333334 -0.9000000000000341 0.0,0.5113333333333334 -0.9000000000000341 0.0,0.5113333333333334 -0.9000000000000341 0.0,0.5113333333333334 -0.9000000000000341 0.0,0.5113333333333334 -0.9000000000000341 0.0,0.5113333333333334 -0.9000000000000341 0.0,0.5113333333333334 -0.9000000000000341 0.0,0.5113333333333334 -0.9000000000000341 0.0,0.5113333333333334 -0.9000000000000341 0.0,0.5113333333333334 -0.9000000000000341 0.0,0.5113333333333334 -0.9000000000000341 0.0
2025-01-11 10:00,-0.32533333333333336 3.9666666666666828 0.0,0.0746666666666666 1.9666666666666828 0.0,0.6746666666666666 -1.0333333333333172 0.0,0.6746666666666666 -1.0333333333333172 0.0,0.6746666666666666 -1.0333333333333172 0.0,0.6746666666666666 -1.0333333333333172 0.0,0.6746666666666666 -1.0333333333333172 0.0,0.6746666666666666 -1.0333333333333172 0.0,0.6746666666666666 -1.0333333333333172 0.0,0.6746666666666666 -1.0333333333333172 0.0,0.6746666666666666 -1.0333333333333172 0.0,0.6746666666666666 -1.0333333333333172 0.0
2025-01-11 11:00,0.3979999000000003 -2.989999999999995 0.0,0.5980000300000003 -2.989999999999995 0.0,1.0980000000000003 -2.989999999999995 0.0,1.0980000000000003 -2.989999999999995 0.0,1.0980000000000003 -2.989999999999995 0.0,1.0980000000000003 -2.989999999999995 0.0,1.0980000000000003 -2.989999999999995 0.0,1.0980000000000003 -2.989999999999995 0.0,1.0980000000000003 -2.989999999999995 0.0,1.0980000000000003 -2.989999999999995 0.0,1.0980000000000003 -2.989999999999995 0.0,1.0980000000000003 -2.989999999999995 0.0
2025-01-11 12:00,1.52800003 -6.296666666666667 0.0,1.2279999000000001 -4.296666666666667 0.0,0.6280000000000001 -1.2966666666666669 0.0,0.6280000000000001 -1.2966666666666669 0.0,0.6280000000000001 -1.2966666666666669 0.0,0.6280000000000001 -1.2966666666666669 0.0,0.6280000000000001 -1.2966666666666669 0.0,0.6280000000000001 -1.2966666666666669 0.0,0.6280000000000001 -1.2966666666666669 0.0,0.6280000000000001 -1.2966666666666669 0.0,0.6280000000000001 -1.2966666666666669 0.0,0.6280000000000001 -1.2966666666666669 0.0
2025-01-11 13:00,1.0913332333333328 -3.513333333333321 0.0,0.9913332333333329 -4.513333333333321 0.0,0.4913332333333329 0.4866666666666788 0.0,0.4913332333333329 0.4866666666666788 0.0,0.4913332333333329 0.4866666666666788 0.0,0.4913332333333329 0.4866666666666788 0.0,0.4913332333333329 0.4866666666666788 0.0,0.4913332333333329 0.4866666666666788 0.0,0.4913332333333329 0.4866666666666788 0.0,0.4913332333333329 0.4866666666666788 0.0,0.4913332333333329 0.4866666666666788 0.0,0.4913332333333329 0.4866666666666788 0.0
2025-01-11 14:00,0.24466666666666703 0.20999999999999375 0.0,-0.6553333333333331 2.2099999999999937 0.0,-0.005333333333332968 0.20999999999999375 0.0,-0.005333333333332968 0.20999999999999375 0.0,-0.005333333333332968 0.20999999999999375 0.0,-0.005333333333332968 0.20999999999999375 0.0,-0.005333333333332968 0.20999999999999375 0.0,-0.005333333333332968 0.20999999999999375 0.0,-0.005333333333332968 0.20999999999999375 0.0,-0.005333333333332968 0.20999999999999375 0.0,-0.005333333333332968 0.20999999999999375 0.0,-0.005333333333332968 0.20999999999999375 0.0
2025-01-11 15:00,0.8980000000000005 -1.7133333333333383 0.0,0.14799990000000052 -0.7133333333333383 0.0,0.4480000000000004 -0.7133333333333383 -0.1,0.4480000000000004 -0.7133333333333383 -0.1,0.4480000000000004 -0.7133333333333383 -0.1,0.4480000000000004 -0.7133333333333383 -0.1,0.4480000000000004 -0.7133333333333383 -0.1,0.4480000000000004 -0.7133333333333383 -0.1,0.4480000000000004 -0.7133333333333383 -0.1,0.4480000000000004 -0.7133333333333383 -0.1,0.4480000000000004 -0.7133333333333383 -0.1,0.4480000000000004 -0.7133333333333383 -0.1
2025-01-11 16:00,0.16800000000000026 -2.46666666666664 0.0,0.16800000000000026 -3.46666666666664 0.0,-0.03199996999999977 -3.46666666666664 0.0,-0.03199996999999977 -3.46666666666664 0.0,-0.03199996999999977 -3.46666666666664 0.0,-0.03199996999999977 -3.46666666666664 0.0,-0.03199996999999977 -3.46666666666664 0.0,-0.03199996999999977 -3.46666666666664 0.0,-0.03199996999999977 -3.46666666666664 0.0,-0.03199996999999977 -3.46666666666664 0.0,-0.03199996999999977 -3.46666666666664 0.0,-0.03199996999999977 -3.46666666666664 0.0
2025-01-11 17:00,-0.5919999999999999 0.29333333333332234 0.0,-0.0919999999999999 -5.706666666666678 0.0,-0.24199999999999988 -4.706666666666678 0.0,-0.24199999999999988 -4.706666666666678 0.0,-0.24199999999999988 -4.706666666666678 0.0,-0.24199999999999988 -4.706666666666678 0.0,-0.24199999999999988 -4.706666666666678 0.0,-0.24199999999999988 -4.706666666666678 0.0,-0.24199999999999988 -4.706666666666678 0.0,-0.24199999999999988 -4.706666666666678 0.0,-0.24199999999999988 -4.706666666666678 0.0,-0.24199999999999988 -4.706666666666678 0.0
2025-01-11 18:00,-0.7886666666666666 1.4066666666666947 0.0,-0.2886666666666667 0.4066666666666947 0.0,-0.38866666666666666 -6.593333333333305 0.0,-0.38866666666666666 -6.593333333333305 0.0,-0.38866666666666666 -6.593333333333305 0.0,-0.38866666666666666 -6.593333333333305 0.0,-0.38866666666666666 -6.593333333333305 0.0,-0.38866666666666666 -6.593333333333305 0.0,-0.38866666666666666 -6.593333333333305 0.0,-0.38866666666666666 -6.593333333333305 0.0,-0.38866666666666666 -6.593333333333305 0.0,-0.38866666666666666 -6.593333333333305 0.0
2025-01-11 19:00,-0.7086666666666666 3.660000000000039 0.0,-0.25866664666666656 5.660000000000039 0.0,-0.3086666666666666 -7.339999999999961 0.0,-0.6586666666666666 -0.3399999999999608 0.0,-0.6586666666666666 -0.3399999999999608 0.0,-0.6586666666666666 -0.3399999999999608 0.0,-0.6586666666666666 -0.3399999999999608 0.0,-0.6586666666666666 -0.3399999999999608 0.0,-0.6586666666666666 -0.3399999999999608 0.0,-0.6586666666666666 -0.3399999999999608 0.0,-0.6586666666666666 -0.3399999999999608 0.0,-0.6586666666666666 -0.3399999999999608 0.0
2025-01-11 20:00,-0.6386666666666668 4.65000000000002 0.0,-0.13866666666666683 2.65000000000002 0.0,-0.18866666666666687 -6.34999999999998 0.0,-0.7886666666666668 2.65000000000002 0.0,-0.7886666666666668 2.65000000000002 0.0,-0.7886666666666668 2.65000000000002 0.0,-0.7886666666666668 2.65000000000002 0.0,-0.7886666666666668 2.65000000000002 0.0,-0.7886666666666668 2.65000000000002 0.0,-0.7886666666666668 2.65000000000002 0.0,-0.7886666666666668 2.65000000000002 0.0,-0.7886666666666668 2.65000000000002 0.0
2025-01-11 21:00,0.16466666666666674 2.4566666666666777 0.0,0.06466666666666676 -0.5433333333333223 0.0,-0.03533333333333322 -5.543333333333322 0.0,-0.13533330333333327 -1.5433333333333223 0.0,-0.13533330333333327 -1.5433333333333223 0.0,-0.13533330333333327 -1.5433333333333223 0.0,-0.13533330333333327 -1.5433333333333223 0.0,-0.13533330333333327 -1.5433333333333223 0.0,-0.13533330333333327 -1.5433333333333223 0.0,-0.13533330333333327 -1.5433333333333223 0.0,-0.13533330333333327 -1.5433333333333223 0.0,-0.13533330333333327 -1.5433333333333223 0.0
2025-01-11 22:00,-0.04200000000000048 2.799999999999997 0.0,-0.14199997000000053 -0.20000000000000284 0.0,-0.1920000000000005 -4.200000000000003 0.0,-0.39199997000000053 -0.20000000000000284 0.0,-0.39199997000000053 -0.20000000000000284 0.0,-0.39199997000000053 -0.20000000000000284 0.0,-0.39199997000000053 -0.20000000000000284 0.0,-0.39199997000000053 -0.20000000000000284 0.0,-0.39199997000000053 -0.20000000000000284 0.0,-0.39199997000000053 -0.20000000000000284 0.0,-0.39199997000000053 -0.20000000000000284 0.0,-0.39199997000000053 -0.20000000000000284 0.0
2025-01-11 23:00,-0.1286666666666667 2.019999999999982 0.0,-1.0786666666666669 1.0199999999999818 0.0,-0.3786666666666668 -1.9800000000000182 0.0,-0.42866666666666675 0.01999999999998181 0.0,-0.42866666666666675 0.01999999999998181 0.0,-0.42866666666666675 0.01999999999998181 0.0,-0.42866666666666675 0.01999999999998181 0.0,-0.42866666666666675 0.01999999999998181 0.0,-0.42866666666666675 0.01999999999998181 0.0,-0.42866666666666675 0.01999999999998181 0.0,-0.42866666666666675 0.01999999999998181 0.0,-0.42866666666666675 0.01999999999998181 0.0
2025-01-12 00:00,0.10799989999999982 -1.329999999999984 0.0,-0.8420000000000003 -2.329999999999984 0.0,-0.8420000000000003 -2.329999999999984 0.0,-0.8420000000000003 -2.329999999999984 0.0,-0.8420000000000003 -2.329999999999984 0.0,-0.8420000000000003 -2.329999999999984 0.0,-0.8420000000000003 -2.329999999999984 0.0,-0.8420000000000003 -2.329999999999984 0.0,-0.8420000000000003 -2.329999999999984 0.0,-0.8420000000000003 -2.329999999999984 0.0,-0.8420000000000003 -2.329999999999984 0.0,-0.8420000000000003 -2.329999999999984 0.0
2025-01-12 01:00,-0.3986667666666659 0.9166666666666998 0.0,-1.3986666466666657 -0.08333333333330017 0.0,-1.3986666466666657 -0.08333333333330017 0.0,-1.3986666466666657 -0.08333333333330017 0.0,-1.3986666466666657 -0.08333333333330017 0.0,-1.3986666466666657 -0.08333333333330017 0.0,-1.3986666466666657 -0.08333333333330017 0.0,-1.3986666466666657 -0.08333333333330017 0.0,-1.3986666466666657 -0.08333333333330017 0.0,-1.3986666466666657 -0.08333333333330017 0.0,-1.3986666466666657 -0.08333333333330017 0.0,-1.3986666466666657 -0.08333333333330017 0.0
2025-01-12 02:00,0.26133323333333314 -2.4433333333333422 0.0,-0.4886666666666669 1.5566666666666578 0.0,-0.4886666666666669 1.5566666666666578 0.0,-0.4886666666666669 1.5566666666666578 0.0,-0.4886666666666669 1.5566666666666578 0.0,-0.4886666666666669 1.5566666666666578 0.0,-0.4886666666666669 1.5566666666666578 0.0,-0.4886666666666669 1.5566666666666578 0.0,-0.4886666666666669 1.5566666666666578 0.0,-0.4886666666666669 1.5566666666666578 0.0,-0.4886666666666669 1.5566666666666578 0.0,-0.4886666666666669 1.5566666666666578 0.0
2025-01-12 03:00,-0.20866663666666718 -1.3066666666666862 0.0,-0.35866666666666713 2.693333333333314 0.0,-0.35866666666666713 2.693333333333314 0.0,-0.35866666666666713 2.693333333333314 0.0,-0.35866666666666713 2.693333333333314 0.0,-0.35866666666666713 2.693333333333314 0.0,-0.35866666666666713 2.693333333333314 0.0,-0.35866666666666713 2.693333333333314 0.0,-0.35866666666666713 2.693333333333314 0.0,-0.35866666666666713 2.693333333333314 0.0,-0.35866666666666713 2.693333333333314 0.0,-0.35866666666666713 2.693333333333314 0.0
